product_name,drug_name,company_name,company_type,outcome,start_date,last_updated,din,dose,pharmaceutical_form,route_of_administration,medical_necessity,marketed_by_other_manufacturers,est_resupply_date,discontinued,discontinuation_date
TEVA-OMEPRAZOLE,OMEPRAZOLE (OMEPRAZOLE MAGNESIUM),Teva Canada Limited,Generic,Resolved,2015-01-30T00:00:00Z,2015-04-24T00:00:00Z,02295415,20 mg,Tablet (Delayed Release),Oral,No,,2015-04-15T00:00:00Z,No,
PMS-LEVETIRACETAM,LEVETIRACETAM,Pharmascience Inc.,Generic,Current,2015-06-25T00:00:00Z,2015-12-14T00:00:00Z,02296101,250 mg,Tablet,Oral,,,2016-07-01T00:00:00Z,No,
PMS-LEVETIRACETAM,LEVETIRACETAM,Pharmascience Inc.,Generic,Current,2015-06-25T00:00:00Z,2015-12-14T00:00:00Z,02296128,500 mg,Tablet,Oral,,,2016-07-01T00:00:00Z,No,
PMS-LEVETIRACETAM,LEVETIRACETAM,Pharmascience Inc.,Generic,Current,2015-06-25T00:00:00Z,2015-12-14T00:00:00Z,02296136,750 mg,Tablet,Oral,,,2016-07-01T00:00:00Z,No,
TRIDURAL,TRAMADOL HYDROCHLORIDE,Paladin Labs Inc.,Generic,Resolved,2015-10-30T00:00:00Z,2016-01-22T00:00:00Z,02296381,100 mg,Tablet (Extended Release),Oral,No,5.0,2015-12-30T00:00:00Z,No,
TRIDURAL,TRAMADOL HYDROCHLORIDE,Paladin Labs Inc.,Generic,Resolved,2015-11-02T00:00:00Z,2015-11-02T00:00:00Z,02296381,100 mg,Tablet (Extended Release),Oral,,,2015-12-20T00:00:00Z,No,
TRIDURAL,TRAMADOL HYDROCHLORIDE,Paladin Labs Inc.,Generic,Resolved,2015-10-30T00:00:00Z,2016-01-18T00:00:00Z,02296403,200 mg,Tablet (Extended Release),Oral,,,2015-12-30T00:00:00Z,No,
TRIDURAL,TRAMADOL HYDROCHLORIDE,xw,Generic,Resolved,2015-11-02T00:00:00Z,2015-11-02T00:00:00Z,02296403,200 mg,Tablet (Extended Release),Oral,,,2016-01-10T00:00:00Z,No,
TRIDURAL,TRAMADOL HYDROCHLORIDE,Paladin Labs Inc.,Generic,Resolved,2015-10-30T00:00:00Z,2016-01-20T00:00:00Z,02296411,300 mg,Tablet (Extended Release),Oral,,,2015-12-30T00:00:00Z,No,
TRIDURAL,TRAMADOL HYDROCHLORIDE,Paladin Labs Inc.,Generic,Resolved,2015-11-02T00:00:00Z,2015-11-02T00:00:00Z,02296411,300 mg,Tablet (Extended Release),Oral,,,2016-01-10T00:00:00Z,No,
PACLITAXEL FOR INJECTION,PACLITAXEL,Hospira Healthcare Corporation,Generic,Resolved,2015-11-17T00:00:00Z,2016-02-18T00:00:00Z,02296624,6 mg,Solution,Injectable,Yes,,,No,
SEASONALE,ETHINYL ESTRADIOL,WATSON LABORATORIES INC,Generic,Resolved,2014-05-09T00:00:00Z,2014-08-10T00:00:00Z,02296659,0.03 mg,Tablet,Oral,No,,,No,
Seasonale,LEVONORGESTREL,WATSON LABORATORIES INC,Generic,Resolved,2014-05-09T00:00:00Z,2014-08-10T00:00:00Z,02296659,0.15 mg,Tablet,Oral,,,,No,
CEFAZOLIN PINJ 10G,CEFAZOLIN,Apotex Inc.,Generic,Current,2015-12-22T00:00:00Z,2015-12-22T00:00:00Z,02297213,10 g,Injection,Injectable,Yes,,2016-01-15T00:00:00Z,No,
MYLAN-LISINOPRIL HCTZ,HYDROCHLOROTHIAZIDE,Mylan Pharmaceuticals ULC,Generic,Current,2013-11-13T00:00:00Z,2014-07-11T00:00:00Z,02297736,12.5 mg,Tablet,Oral,No,,,No,
MYLAN-LISINOPRIL HCTZ,HYDROCHLOROTHIAZIDE,Mylan Pharmaceuticals ULC,Generic,Current,2014-06-16T00:00:00Z,2014-06-16T00:00:00Z,02297736,12.5 mg,Tablet,Oral,No,,,No,
DESLORATADINE ALLERGY CONTROL,DESLORATADINE,Pharmascience Inc.,Generic,Current,2015-02-18T00:00:00Z,2015-02-18T00:00:00Z,02298155,5 mg,Tablet,Oral,,,2015-08-13T00:00:00Z,No,
TEVA-RISEDRONATE,RISEDRONATE SODIUM (RISEDRONATE SODIUM MONOHYDRATE),Teva Canada Limited,Generic,Resolved,2015-12-17T00:00:00Z,2016-02-18T00:00:00Z,02298376,5 mg,Tablet,Oral,,,2016-02-15T00:00:00Z,No,
TEVA-RISEDRONATE,RISEDRONATE SODIUM (RISEDRONATE SODIUM MONOHYDRATE),Teva Canada Limited,Generic,Resolved,2014-11-14T00:00:00Z,2015-03-06T00:00:00Z,02298384,30 mg,Tablet,Oral,,,2015-03-03T00:00:00Z,No,
AVAMYS(Nasal),FLUTICASONE FUROATE,GlaxoSmithKline Inc.,Innovator,Resolved,2016-03-02T00:00:00Z,2016-04-01T00:00:00Z,02298589,27.5 mcg,Spray (Metered Dose),Topical,No,0.0,2016-03-28T00:00:00Z,No,
GEMCITABINE HYDROCHLORIDE FOR INJECTION,Gemcitabine for Injection USP - 8925A002 - Gemcitabine pour injection USP,Hospira Healthcare Corporation,Generic,Resolved,2013-11-28T00:00:00Z,2014-04-28T00:00:00Z,02298775,200 mg,Powder,Injectable,Yes,,2013-11-28T00:00:00Z,Yes,
GEMCITABINE HYDROCHLORIDE FOR INJECTION,Gemcitabine for Injection USP - 8924A002 - Gemcitabine pour injection USP,Hospira Healthcare Corporation,Generic,Resolved,2013-05-09T00:00:00Z,2013-07-12T00:00:00Z,02298783,1000 mg,Vial,Injectable,Yes,,2013-07-05T00:00:00Z,No,
20 (MEQ)MMOL/L POTASSIUM CHLORIDE IN/ET 0.9% CHLORURE DE SODIUM/SODIUM CHLORIDE INJECTION USP,POTASSIUM CHLORIDE,Hospira Healthcare Corporation,Generic,Resolved,2014-05-09T00:00:00Z,2014-06-09T00:00:00Z,02299100,0.15 g,Solution,Injectable,Yes,,2014-05-09T00:00:00Z,No,
40 (MEQ)MMOL/L POTASSIUM CHLORIDE PLUS 5% DEXTROSE & 0.9% CHLORURE DE SODIUM/SODIUM CHLORIDE INJECTION USP,POTASSIUM CHLORIDE,Hospira Healthcare Corporation,Generic,Resolved,2014-05-09T00:00:00Z,2014-08-22T00:00:00Z,02299135,0.3 g,Solution,Injectable,Yes,,2014-05-09T00:00:00Z,No,
RALIVIA,TRAMADOL HYDROCHLORIDE,Valeant Canada ,Generic,Resolved,2014-11-17T00:00:00Z,2015-01-06T00:00:00Z,02299194,100 mg,Tablet (Extended Release),Oral,,,,No,
RALIVIA,TRAMADOL HYDROCHLORIDE,Valeant Canada ,Generic,Resolved,2015-02-20T00:00:00Z,2015-04-14T00:00:00Z,02299194,100 mg,Tablet (Extended Release),Oral,,,2015-04-02T00:00:00Z,No,
RALIVIA,TRAMADOL HYDROCHLORIDE,Valeant Canada ,Generic,Resolved,2015-03-17T00:00:00Z,2015-05-20T00:00:00Z,02299208,200 mg,Tablet (Extended Release),Oral,,,2015-04-02T00:00:00Z,No,
RALIVIA,TRAMADOL HYDROCHLORIDE,Valeant Canada ,Generic,Resolved,2015-11-27T00:00:00Z,2015-12-14T00:00:00Z,02299216,300 mg,Tablet (Extended Release),Oral,,,,No,
RALIVIA,TRAMADOL HYDROCHLORIDE,Valeant Canada ,Generic,Resolved,2016-01-19T00:00:00Z,2016-03-23T00:00:00Z,02299216,300 mg,Tablet (Extended Release),Oral,,,,No,
TEVA-FLUVASTATIN,FLUVASTATIN (FLUVASTATIN SODIUM),Teva Canada Limited,Generic,Resolved,2014-10-31T00:00:00Z,2015-01-30T00:00:00Z,02299224,20 mg,Capsule,Oral,No,,2015-01-30T00:00:00Z,No,
TEVA-FLUVASTATIN,FLUVASTATIN (FLUVASTATIN SODIUM),Teva Canada Limited,Generic,Resolved,2015-08-06T00:00:00Z,2015-11-19T00:00:00Z,02299224,20 mg,Capsule,Oral,No,,2015-11-09T00:00:00Z,No,
TEVA-FLUVASTATIN,FLUVASTATIN (FLUVASTATIN SODIUM),Teva Canada Limited,Generic,Resolved,2014-11-14T00:00:00Z,2015-01-09T00:00:00Z,02299232,40 mg,Capsule,Oral,No,,2014-12-31T00:00:00Z,No,
TEVA-FLUVASTATIN,FLUVASTATIN (FLUVASTATIN SODIUM),Teva Canada Limited,Generic,Current,2015-08-27T00:00:00Z,2016-04-01T00:00:00Z,02299232,40 mg,Capsule,Oral,No,,2016-09-30T00:00:00Z,No,
APO-DORZO-TIMOP,TIMOLOL (TIMOLOL MALEATE),Apotex Inc.,Generic,Current,2015-10-06T00:00:00Z,2015-10-06T00:00:00Z,02299615,5 mg,Tablet,Oral,,,,No,
PIPERACILLIN SODIUM/TAZOBACTAM SODIUM POWDER FOR INJECTION,PIPERACILLIN (PIPERACILLIN SODIUM),Sandoz Canada Inc.,Generic,Resolved,2014-08-26T00:00:00Z,2014-09-18T00:00:00Z,02299623,2 g,Powder for Solution,Injectable,Yes,,,No,
PIPERACILLIN SODIUM/TAZOBACTAM SODIUM POWDER FOR INJECTION,PIPERACILLIN (PIPERACILLIN SODIUM),Sandoz Canada Inc.,Generic,Resolved,2016-03-18T00:00:00Z,2016-04-05T00:00:00Z,02299623,2 g,Powder for Solution,Injectable,Yes,,2016-03-30T00:00:00Z,No,
PIPERACILLIN SODIUM/TAZOBACTAM SODIUM POWDER FOR INJECTION,PIPERACILLIN (PIPERACILLIN SODIUM),Sandoz Canada Inc.,Generic,Resolved,2015-04-27T00:00:00Z,2015-04-29T00:00:00Z,02299631,3 g ,Powder for Solution,Injectable,Yes,,2015-05-15T00:00:00Z,No,
PIPERACILLIN SODIUM/TAZOBACTAM SODIUM POWDER FOR INJECTION,PIPERACILLIN (PIPERACILLIN SODIUM),Sandoz Canada Inc.,Generic,Resolved,2015-08-30T00:00:00Z,2015-10-04T00:00:00Z,02299631,3 g,Powder for Solution,Injectable,Yes,,2015-10-15T00:00:00Z,No,
PIPERACILLIN SODIUM/TAZOBACTAM SODIUM POWDER FOR INJECTION,PIPERACILLIN (PIPERACILLIN SODIUM),Sandoz Canada Inc.,Generic,Resolved,2014-09-09T00:00:00Z,2014-11-19T00:00:00Z,02299658,4 g,Powder for Solution,Injectable,Yes,,,No,
PIPERACILLIN SODIUM/TAZOBACTAM SODIUM POWDER FOR INJECTION,PIPERACILLIN (PIPERACILLIN SODIUM),Sandoz Canada Inc.,Generic,Resolved,2015-08-13T00:00:00Z,2015-09-18T00:00:00Z,02299658,4 g,Powder for Solution,Injectable,Yes,,2015-09-09T00:00:00Z,No,
PIPERACILLIN SODIUM/TAZOBACTAM SODIUM POWDER FOR INJECTION,PIPERACILLIN (PIPERACILLIN SODIUM),Sandoz Canada Inc.,Generic,Resolved,2015-11-02T00:00:00Z,2015-11-27T00:00:00Z,02299658,4 g,Powder for Solution,Injectable,No,5.0,2015-11-30T00:00:00Z,No,
ATRIANCE,NELARABINE (Antineoplastic),Novartis Canada Inc.,Innovator,Resolved,2015-04-24T00:00:00Z,2015-08-07T00:00:00Z,02299925,5 mg,Solution,Injectable,Yes,,2015-08-04T00:00:00Z,No,
PMS-ENALAPRIL,ENALAPRIL SODIUM,Pharmascience Inc.,Generic,Current,2015-09-30T00:00:00Z,2015-09-30T00:00:00Z,02300079,2 mg,Tablet,Oral,No,,,No,
PMS-ENALAPRIL,ENALAPRIL SODIUM,Pharmascience Inc.,Generic,Current,2015-07-20T00:00:00Z,2015-07-20T00:00:00Z,02300095,8 mg,Tablet,Oral,No,,,No,
PMS-ENALAPRIL,ENALAPRIL SODIUM,Pharmascience Inc.,Generic,Current,2015-09-23T00:00:00Z,2015-09-23T00:00:00Z,02300095,8 mg,Tablet,Oral,No,,,No,
PMS-ENALAPRIL,ENALAPRIL SODIUM,Pharmascience Inc.,Generic,Current,2016-03-01T00:00:00Z,2016-03-01T00:00:00Z,02300109,16 mg,Tablet,Oral,No,,,No,
Seroquel XR,Seroquel XR,AstraZeneca Canada Inc.,Innovator,Resolved,2013-10-04T00:00:00Z,2013-10-15T00:00:00Z,02300184,50 mg,Tablet,Oral,,,2013-10-11T00:00:00Z,No,
SEROQUEL XR,QUETIAPINE (QUETIAPINE FUMARATE),AstraZeneca Canada Inc.,Innovator,Resolved,2014-06-30T00:00:00Z,2014-07-04T00:00:00Z,02300184,50 mg,Tablet (Extended Release),Oral,No,,2014-07-19T00:00:00Z,No,
TEVA-ENALAPRIL,ENALAPRIL SODIUM,Teva Canada Limited,Generic,Current,2015-04-06T00:00:00Z,2015-04-06T00:00:00Z,02300680,2 mg,Tablet,Oral,No,,2015-04-30T00:00:00Z,Yes,2015-04-30T00:00:00Z
SANDOZ PANTOPRAZOLE,PANTOPRAZOLE (PANTOPRAZOLE SODIUM SESQUIHYDRATE),Sandoz Canada Inc.,Generic,Resolved,2015-06-10T00:00:00Z,2015-07-23T00:00:00Z,02301083,40 mg,Tablet (Delayed Release),Oral,,,2015-07-20T00:00:00Z,No,
BRIMONIDINE P OPTH SOLN 0.15%,BRIMONIDINE P,AA Pharma Inc.,Generic,Resolved,2016-01-15T00:00:00Z,2016-03-08T00:00:00Z,02301334,0.0015,Solution,Topical,No,1.0,2016-02-29T00:00:00Z,No,
TEVA-LISINOPRIL/HCTZ (TYPE Z),LISINOPRIL (LISINOPRIL DIHYDRATE),Teva Canada Limited,Generic,Resolved,2015-06-05T00:00:00Z,2015-07-10T00:00:00Z,02301776,20 mg,Tablet,Oral,No,,2015-07-06T00:00:00Z,No,
CIPROFLOXACIN INJECTION USP,CIPROFLOXACIN,Hospira Healthcare Corporation,Generic,Resolved,2014-08-14T00:00:00Z,2014-11-17T00:00:00Z,02301903,2 mg,Solution,Injectable,Yes,,2014-11-21T00:00:00Z,No,
MYLAN-METOPROLOL (TYPE L),METOPROLOL TARTRATE,Mylan Pharmaceuticals ULC,Generic,Resolved,2015-04-02T00:00:00Z,2015-05-27T00:00:00Z,02302055,25 mg,Tablet,Oral,No,,2015-05-30T00:00:00Z,No,
GEMCITABINE HYDROCHLORIDE FOR INJECTION,GEMCITABINE (GEMCITABINE HYDROCHLORIDE),Sandoz Canada Inc.,Generic,Current,2013-10-29T00:00:00Z,2016-02-09T00:00:00Z,02302101,1 g,Powder for Solution,Injectable,Yes,,,No,
TEVA-LISINOPRIL/HCTZ (TYPE P),LISINOPRIL (LISINOPRIL DIHYDRATE),Teva Canada Limited,Generic,Resolved,2015-07-10T00:00:00Z,2015-12-28T00:00:00Z,02302152,20 mg,Tablet,Oral,No,,2015-10-02T00:00:00Z,No,
SANDOZ CEFPROZIL,CEFPROZIL,Sandoz Canada Inc.,Generic,Resolved,2014-04-23T00:00:00Z,2014-08-14T00:00:00Z,02302179,250 mg,Tablet,Oral,,,,No,
MYLAN-BICALUTAMIDE,BICALUTAMIDE,Mylan Pharmaceuticals ULC,Generic,Current,2013-12-10T00:00:00Z,2015-10-23T00:00:00Z,02302403,50 mg,Tablet,Oral,,,,No,
Xylocaine,Xylocaine,AstraZeneca Canada Inc.,Innovator,Resolved,2013-10-21T00:00:00Z,2013-11-11T00:00:00Z,02302411,0.01,Vial,Injectable,Yes,,2013-11-08T00:00:00Z,No,
TEVA-MORPHINE SR 100MG TABLETS 50,TEVA-MORPHINE SR 100MG TABLETS 50,Teva Canada Limited,Generic,Resolved,2013-08-26T00:00:00Z,2013-10-15T00:00:00Z,02302799,100 mg,Tablet,Oral,No,,2013-09-10T00:00:00Z,No,
TEVA-ATENOLOL/CHLORTHALIDONE,ATENOLOL,Teva Canada Limited,Generic,Resolved,2014-05-26T00:00:00Z,2015-02-06T00:00:00Z,02302918,50 mg,Tablet,Oral,No,,2014-06-29T00:00:00Z,No,
TEVA-ATENOLOL/CHLORTHALIDONE,ATENOLOL,Teva Canada Limited,Generic,Resolved,2014-10-07T00:00:00Z,2014-11-21T00:00:00Z,02302918,50 mg,Tablet,Oral,No,,2014-10-31T00:00:00Z,No,
TEVA-ATENOLOL/CHLORTHALIDONE,ATENOLOL,Teva Canada Limited,Generic,Resolved,2015-02-06T00:00:00Z,2015-04-24T00:00:00Z,02302918,50 mg,Tablet,Oral,No,,2015-04-15T00:00:00Z,No,
TEVA-ATENOLOL/CHLORTHALIDONE,ATENOLOL,Teva Canada Limited,Generic,Resolved,2014-09-08T00:00:00Z,2014-11-21T00:00:00Z,02302926,100 mg,Tablet,Oral,No,,2014-09-26T00:00:00Z,No,
LAMOTRIGINE-100,LAMOTRIGINE,PRO DOC LIMITEE,Generic,Resolved,2015-11-13T00:00:00Z,2016-01-22T00:00:00Z,02302985,100 mg,Tablet,Oral,No,,2016-01-19T00:00:00Z,No,
HEPARIN SODIUM INJECTION USP (MULTIDOSE VIAL-WITH PRESERVATIVE),HEPARIN SODIUM,Sandoz Canada Inc.,Generic,Resolved,2013-08-13T00:00:00Z,2014-03-13T00:00:00Z,02303086,1000 units,Solution,Injectable,Yes,,,No,
HEPARIN SODIUM INJECTION USP (MULTIDOSE VIAL-WITH PRESERVATIVE),HEPARIN SODIUM,Sandoz Canada Inc.,Generic,Resolved,2014-03-03T00:00:00Z,2014-06-17T00:00:00Z,02303108,10000 units,Solution,Injectable,Yes,,,No,
SANDOZ METOPROLOL SR,METOPROLOL TARTRATE,Sandoz Canada Inc.,Generic,Resolved,2014-09-03T00:00:00Z,2014-11-19T00:00:00Z,02303396,100 mg,Tablet (Extended Release),Oral,No,,,No,
SANDOZ METOPROLOL SR,METOPROLOL TARTRATE,Sandoz Canada Inc.,Generic,Resolved,2015-06-10T00:00:00Z,2016-02-09T00:00:00Z,02303396,100 mg,Tablet (Extended Release),Oral,No,,2015-12-14T00:00:00Z,No,
SANDOZ METOPROLOL SR,METOPROLOL TARTRATE,Sandoz Canada Inc.,Generic,Current,2015-10-04T00:00:00Z,2015-10-04T00:00:00Z,02303396,100 mg,Tablet (Extended Release),Oral,No,,2015-12-14T00:00:00Z,No,
SANDOZ METOPROLOL SR,METOPROLOL TARTRATE,Sandoz Canada Inc.,Generic,Resolved,2015-06-10T00:00:00Z,2016-02-09T00:00:00Z,02303418,200 mg,Tablet (Extended Release),Oral,No,,2015-10-12T00:00:00Z,No,
PHENOBARBITAL SODIUM INJECTION,PHENOBARBITAL SODIUM,Sandoz Canada Inc.,Generic,Resolved,2014-12-04T00:00:00Z,2015-02-03T00:00:00Z,02304090,120 mg,Solution,Injectable,Yes,,,No,
PHENOBARBITAL SODIUM INJECTION,PHENOBARBITAL SODIUM,Sandoz Canada Inc.,Generic,Resolved,2015-08-25T00:00:00Z,2015-10-22T00:00:00Z,02304090,120 mg,Solution,Injectable,Yes,,2015-11-15T00:00:00Z,No,
PMS-DESMOPRESSIN,DESMOPRESSIN ACETATE TRIHYDRATE,Pharmascience Inc.,Generic,Resolved,2014-04-25T00:00:00Z,2014-07-30T00:00:00Z,02304368,0.1 mg,Tablet,Oral,,,2014-07-21T00:00:00Z,No,
PMS-DESMOPRESSIN,DESMOPRESSIN ACETATE TRIHYDRATE,Pharmascience Inc.,Generic,Resolved,2014-04-25T00:00:00Z,2014-07-30T00:00:00Z,02304376,0.2 mg,Tablet,Oral,,,2014-07-21T00:00:00Z,No,
IRINOTECAN HYDROCHLORIDE TRIHYDRATE INJECTION,IRINOTECAN HYDROCHLORIDE,Sandoz Canada Inc.,Generic,Current,2013-08-26T00:00:00Z,2014-11-04T00:00:00Z,02305143,20 mg,Solution,Injectable,Yes,,,No,
MINT-ONDANSETRON,ONDANSETRON (ONDANSETRON HYDROCHLORIDE),MINT PHARMACEUTICALS INC,Generic,Resolved,2015-05-11T00:00:00Z,2015-08-10T00:00:00Z,02305259,4 mg,Tablet,Oral,No,,2015-10-31T00:00:00Z,No,
SANDOZ BRIMONIDINE,BRIMONIDINE TARTRATE,Sandoz Canada Inc.,Generic,Current,2016-02-09T00:00:00Z,2016-02-09T00:00:00Z,02305429,0.002,Solution,Topical,No,1.0,2016-04-11T00:00:00Z,No,
SANDOZ BRIMONIDINE,BRIMONIDINE TARTRATE,Sandoz Canada Inc.,Generic,Resolved,2015-09-27T00:00:00Z,2016-04-29T00:00:00Z,02305429,0.002,Solution,Topical,No,1.0,2016-04-11T00:00:00Z,No,
GEMCITABINE,GEMCITABINE,Teva Canada Limited,Generic,Current,2015-08-05T00:00:00Z,2015-08-05T00:00:00Z,02305526,200 mg,Injection,Injectable,Yes,,,Yes,2015-09-01T00:00:00Z
PMS-LEVOFLOXACIN,LEVOFLOXACIN (LEVOFLOXACIN HEMIHYDRATE),Pharmascience Inc.,Generic,Resolved,2015-02-10T00:00:00Z,2015-08-04T00:00:00Z,02305585,750 mg,Tablet,Oral,,,2015-07-28T00:00:00Z,No,
MARCAINE 0.50% -(MULTIDOSE VIAL WITH METHYLPARABEN),BUPIVACAINE HYDROCHLORIDE,Hospira Healthcare Corporation,Generic,Resolved,2016-03-02T00:00:00Z,2016-03-09T00:00:00Z,02305909,5 mg,Solution ,Injectable,Yes,,2016-03-02T00:00:00Z,No,
STALEVO,LEVODOPA,Novartis Canada Inc.,Innovator,Resolved,2016-03-17T00:00:00Z,2016-04-14T00:00:00Z,02305933,50 mg,Tablet,Oral,,,2016-04-14T00:00:00Z,No,
PANTOPRAZOLE SODIUM FOR INJECTION,PANTOPRAZOLE (PANTOPRAZOLE SODIUM),Sandoz Canada Inc.,Generic,Resolved,2014-07-07T00:00:00Z,2014-09-17T00:00:00Z,02306727,40 mg,Powder for Solution,Injectable,Yes,,,No,
MYLAN-QUETIAPINE,QUETIAPINE (QUETIAPINE FUMARATE),Mylan Pharmaceuticals ULC,Generic,Current,2015-09-15T00:00:00Z,2015-09-15T00:00:00Z,02307839,200 mg,Tablet,Oral,No,,,No,
RELISTOR (Peripheral opioid antagonist),METHYLNALTREXONE BROMIDE,Salix Pharmaceuticals,Generic,Resolved,2014-11-07T00:00:00Z,2015-02-10T00:00:00Z,02308215,20 mg,Solution,Injectable,Yes,,2015-02-09T00:00:00Z,No,
RELISTOR (Peripheral opioid antagonist),METHYLNALTREXONE BROMIDE,Salix Pharmaceuticals,Generic,Current,2015-03-20T00:00:00Z,2015-03-20T00:00:00Z,02308215,20 mg,Solution,Injectable,Yes,,2015-05-01T00:00:00Z,No,
RELISTOR (Peripheral opioid antagonist),METHYLNALTREXONE BROMIDE,Lupin Pharma Canada Limited,Generic,Current,2015-09-30T00:00:00Z,2016-03-31T00:00:00Z,02308215,20 mg/mL,Solution,Injectable,Yes,,,Yes,
CEFAZOLIN FOR INJECTION USP,CEFAZOLIN (CEFAZOLIN SODIUM),Sandoz Canada Inc.,Generic,Resolved,2014-01-17T00:00:00Z,2014-03-13T00:00:00Z,02308932,500 mg,Powder for Solution,Injectable,Yes,,,No,
CEFAZOLIN FOR INJECTION USP,CEFAZOLIN (CEFAZOLIN SODIUM),Sandoz Canada Inc.,Generic,Resolved,2015-09-13T00:00:00Z,2015-11-16T00:00:00Z,02308932,500 mg,Powder for Solution,Injectable,Yes,,2015-11-15T00:00:00Z,No,
CEFAZOLIN FOR INJECTION USP,CEFAZOLIN (CEFAZOLIN SODIUM),Sandoz Canada Inc.,Generic,Resolved,2014-02-17T00:00:00Z,2014-09-02T00:00:00Z,02308959,1 g,Powder for Solution,Injectable,Yes,,,No,
CEFAZOLIN FOR INJECTION USP,CEFAZOLIN (CEFAZOLIN SODIUM),Sandoz Canada Inc.,Generic,Resolved,2015-05-11T00:00:00Z,2015-04-22T00:00:00Z,02308959,1 g,Powder for Solution,Injectable,Yes,,,No,
CEFAZOLIN FOR INJECTION USP,CEFAZOLIN (CEFAZOLIN SODIUM),Sandoz Canada Inc.,Generic,Resolved,2015-05-15T00:00:00Z,2015-05-20T00:00:00Z,02308959,1 g,Powder for Solution,Injectable,Yes,,,No,
CEFAZOLIN FOR INJECTION USP,CEFAZOLIN (CEFAZOLIN SODIUM),Sandoz Canada Inc.,Generic,Resolved,2015-05-28T00:00:00Z,2015-11-16T00:00:00Z,02308959,1 g,Powder for Solution,Injectable,Yes,,2015-11-15T00:00:00Z,No,
CEFAZOLIN FOR INJECTION USP,CEFAZOLIN (CEFAZOLIN SODIUM),Sandoz Canada Inc.,Generic,Resolved,2014-01-23T00:00:00Z,2014-08-12T00:00:00Z,02308967,10 g,Powder for Solution,Injectable,Yes,,,No,
CEFAZOLIN FOR INJECTION USP,CEFAZOLIN (CEFAZOLIN SODIUM),Sandoz Canada Inc.,Generic,Resolved,2015-05-28T00:00:00Z,2015-11-16T00:00:00Z,02308967,10 g,Powder for Solution,Injectable,Yes,,2015-10-15T00:00:00Z,No,
BREVIBLOC,"BREVIBLOC PREMIX,2500MG/250ML",Baxter Corporation,Innovator,Resolved,2013-07-10T00:00:00Z,2014-05-05T00:00:00Z,02309238,2500 mg/250 mL,Injection,Injectable,Yes,0.0,2014-01-20T00:00:00Z,No,
PMS-CLOBETASOL,CLOBETASOL PROPIONATE,Pharmascience Inc.,Generic,Resolved,2015-02-10T00:00:00Z,2015-11-10T00:00:00Z,02309521,5.0E-4,Cream,Topical,No,,2015-11-10T00:00:00Z,No,
PMS-CLOBETASOL,CLOBETASOL PROPIONATE,Pharmascience Inc.,Generic,Resolved,2015-09-01T00:00:00Z,2015-11-04T00:00:00Z,02309548,5.0E-4,Oinment,Topical,No,,2015-11-03T00:00:00Z,No,
PMS-LOSARTAN,LOSARTAN POTASSIUM,Pharmascience Inc.,Generic,Resolved,2014-09-19T00:00:00Z,2014-10-01T00:00:00Z,02309750,25 mg,Tablet,Oral,No,,2014-09-29T00:00:00Z,No,
PMS-LOSARTAN,LOSARTAN POTASSIUM,Pharmascience Inc.,Generic,Resolved,2014-11-24T00:00:00Z,2015-03-16T00:00:00Z,02309750,25 mg,Tablet,Oral,No,,2015-04-15T00:00:00Z,No,
PMS-LOSARTAN,LOSARTAN POTASSIUM,Pharmascience Inc.,Generic,Resolved,2014-09-19T00:00:00Z,2014-10-01T00:00:00Z,02309769,50 mg,Tablet,Oral,No,,2014-09-29T00:00:00Z,No,
PMS-LOSARTAN,LOSARTAN POTASSIUM,Pharmascience Inc.,Generic,Resolved,2014-09-19T00:00:00Z,2014-10-01T00:00:00Z,02309777,100 mg,Tablet,Oral,No,,2014-09-29T00:00:00Z,No,
PMS-LOSARTAN,LOSARTAN POTASSIUM,Pharmascience Inc.,Generic,Resolved,2015-02-10T00:00:00Z,2015-07-20T00:00:00Z,02309777,100 mg,Tablet,Oral,No,,2015-03-17T00:00:00Z,No,
PRO-HYDROXYQUINE - 200,HYDROXYCHLOROQUINE SULFATE,PRO DOC LIMITEE,Generic,Resolved,2015-11-27T00:00:00Z,2016-01-22T00:00:00Z,02311011,200 mg,Tablet,Oral,,,2016-01-22T00:00:00Z,No,
RATIO-RIVASTIGMINE,RIVASTIGMINE (RIVASTIGMINE HYDROGEN TARTRATE),Teva Canada Limited,Generic,Current,2015-10-22T00:00:00Z,2015-10-22T00:00:00Z,02311283,1.5 mg,Capsule,Oral,,,,Yes,2015-12-01T00:00:00Z
RATIO-RIVASTIGMINE,RIVASTIGMINE (RIVASTIGMINE HYDROGEN TARTRATE),Teva Canada Limited,Generic,Current,2014-10-24T00:00:00Z,2014-10-24T00:00:00Z,02311291,3 mg,Capsule,Oral,,,,Yes,2014-12-07T00:00:00Z
RATIO-RIVASTIGMINE,RIVASTIGMINE (RIVASTIGMINE HYDROGEN TARTRATE),Teva Canada Limited,Generic,Current,2015-10-22T00:00:00Z,2015-10-22T00:00:00Z,02311291,3 mg,Capsule,Oral,,,,Yes,2015-12-01T00:00:00Z
RATIO-RIVASTIGMINE,RIVASTIGMINE (RIVASTIGMINE HYDROGEN TARTRATE),Teva Canada Limited,Generic,Current,2015-10-22T00:00:00Z,2015-10-22T00:00:00Z,02311305,4.5 mg,Capsule,Oral,,,,Yes,2015-12-01T00:00:00Z
